date,title,summary,url
2025-09-18,Sunway Group to buy Hongkong Land’s property arm MCL Land for $738.7 million,"Sign up now: Get ST's newsletters delivered to your inboxSINGAPORE - Real estate group Hongkong Land Holdings will sell its Singapore and Malaysia property arm MCL Land to Malaysia’s Sunway Group for $738.7 million, the companies said on Sept 18.
All of MCL Land’s ongoing development projects will continue, providing Sunway with immediate earnings visibility, Sunway said.
Hongkong Land chief executive Michael Smith said: “Since announcing our new strategy last October, we have looked for the right steward for MCL Land and its people.
According to Hongkong Land’s website, it has 9.2 million sq ft of NLA, and 4.3 million sq ft of area currently under construction or to be developed.
Founded in 1889, Hongkong Land has a primary listing on the London Stock Exchange, with secondary listings in Bermuda and Singapore.",https://www.straitstimes.com/business/property/sunway-group-to-buy-hongkong-lands-property-arm-mcl-land-for-738-7-million
2025-09-18,Carousell to open second-hand luxury bag store at The Centrepoint,"Sign up now: Get ST's newsletters delivered to your inboxSINGAPORE – Home-grown online marketplace Carousell Group will open a new retail store selling second-hand luxury handbags in Orchard Road on Sept 23.
The 1,400 sq ft space at The Centrepoint, called Carousell Luxury, is the company’s first offline store under its own brand.
Carousell Group also operates LuxLexicon, a luxury resale platform it acquired in 2024.
Ms Tresor Anne Tan, director of client relations at Carousell Group, in the Carousell Luxury store at The Centrepoint on Sept 15.
Overseas buyers who are not in Singapore can buy bags through LuxLexicon’s website by filtering for “The Centrepoint” to view items managed by Carousell Luxury.",https://www.straitstimes.com/business/companies-markets/carousell-to-open-new-second-hand-luxury-bag-store-at-the-centrepoint
2025-09-18,"Temasek EMEA to seek big deals, ditch smaller holdings","- Temasek Holdings will largely avoid making smaller deals in Europe as it looks to manage fewer positions in a challenging era for investing, according to its regional head Nagi Hamiyeh.
Temasek has already begun selling smaller assets that “take a lot of bandwidth”, said Mr Hamiyeh, adding that there may be a small number of exceptions in technology.
Temasek Global Investments is one of three new entities announced in August as part of the overhaul, as the firm attempts to streamline operations and improve results.
Mr Hamiyeh said the portfolio outside of Singapore would be more dynamic and should grow faster than investments in the city-state.
“The portfolio in Singapore being a very mature portfolio will grow technically less fast over a longer period of time than what we’re doing on this side,” Mr Hamiyeh said.",https://www.straitstimes.com/business/companies-markets/temaseks-global-unit-to-seek-big-deals-ditch-smaller-holdings
2025-09-18,Indonesia central bank makes another surprise rate cut; independence concerns grow,"Sign up now: Get ST's newsletters delivered to your inboxIndonesia’s central bank delivered another surprise interest rate cut, aiming to bolster economic growth even as investors’ concerns grow.
- Indonesia’s central bank delivered another surprise interest rate cut on Sept 17, aiming to bolster economic growth even as investors’ concerns grow over the country’s fiscal discipline.
Governor Perry Warjiyo said the central bank would continue to assess room for further cuts, underscoring economists’ expectations for more monetary loosening.
BI has had to balance the need to keep the rupiah currency stable while supporting economic growth during the easing cycle, Mr Warjiyo said.
There have been concerns about the central bank’s independence following a “burden sharing” deal that will see BI help fund state programmes.",https://www.straitstimes.com/business/economy/indonesia-central-bank-makes-another-surprise-rate-cut-independence-concerns-grow
2025-09-18,China’s Huawei hypes up chip and computing power plans in fresh challenge to Nvidia,"Huawei launched its latest AI chip, the Ascend 910C, in the first quarter of this year.
Its successor, the Ascend 950 will be launched next year and will come in two variants, Mr Xu said.
Mr Xu said Huawei is confident that the Atlas 950 “will far exceed its counterparts across all major metrics”.
Despite advances by Huawei and other Chinese chip firms in recent years, people involved in engineering operations at Chinese tech firms say Nvidia’s chips perform better.
According to one person in China’s chip distribution sector, his company recently received an oral order to halt buying from Nvidia and was told that distributors could now only sell stockpiled Nvidia AI chips.",https://www.straitstimes.com/business/companies-markets/huawei-unveils-chipmaking-computing-power-plans-for-the-first-time-in-challenge-to-nvidia
2025-09-18,"Winning bidder pays $18,900 to dine with DBS CEO Tan Su Shan in charity auction","Sign up now: Get ST's newsletters delivered to your inboxThe winning bid for dinner with Ms Tan Su Shan was more than double Sotheby's pre-sale estimate of $6,000 to $8,000.
Singapore is now joining the trend with a recent auction for a dinner with one of its most prominent bankers, highlighting the growing appetite for luxury experiences here.
The winning bidder paid $18,900 for the chance to dine with Ms Tan Su Shan, chief executive of DBS Group Holdings, in an auction conducted by Sotheby’s last week.
Besides the six-person meal, the successful bidder will also join Ms Tan and her husband on a private tour at the art museum.
Nearly 90 rare artworks and luxury experiences were auctioned during the evening ceremony that was part of the gallery’s 10th anniversary celebrations.",https://www.straitstimes.com/business/banking/winning-bidder-pays-18900-to-have-dinner-with-dbs-ceo-tan-su-shan-in-charity-auction
2025-09-18,Foreign students fuelling demand for co-living properties in Singapore: JLL report,"SINGAPORE - Demand from foreign students – especially from China – is fuelling growth in Singapore’s co-living sector, where the market is maturing and returns are moderating, a report by property consultancy JLL showed.
Foreign students now account for 25 per cent to 40 per cent of residents for some co-living operators, noted JLL.
Various state properties have been repurposed for co-living use, with demographic-specific projects for healthcare workers and students.
According to JLL’s market report published on Sept 17, co-living investment volume in the year to date exceeded $200 million.
But most transactions involved the conversion of existing assets – including hotels, offices and hostels – to co-living properties, JLL said.",https://www.straitstimes.com/business/property/foreign-students-fuelling-demand-for-singapores-maturing-co-living-market-jll-report
2025-09-18,Knowing when to pull the plug is crucial to living to fight another day: S’pore entrepreneurs,"SINGAPORE - Knowing when to pull the plug is crucial to living to fight another day for an entrepreneur, as it helps to cut losses before they spiral out of control.
Business owners should also avoid jumping on every opportunity that comes along, without doing their research and assessing viability first.
Earlier in 2025, he had to make the decision to shutter high-end modern Chinese restaurant Tan Xiang Yuan after two years, as the venture was not making a profit, among other challenges.
and Boms & Buns, said a trait of a good entrepreneur is knowing when to exit a failing business.
Mr Yeo aims to grow Tan Xiang Sliced Fish Soup to 20 stalls by 2026.",https://www.straitstimes.com/business/knowing-when-to-pull-the-plug-is-crucial-to-living-to-fight-another-day-spore-entrepreneurs
2025-09-18,New Zealand economy shrank more than forecast in second quarter; NZ dollar sinks,"Sign up now: Get ST's newsletters delivered to your inboxNew Zealand’s economy has contracted in three of the last five quarters..- New Zealand’s economy shrank more than expected in the second quarter as construction remained in decline and global uncertainty weighed, increasing expectations of a steeper rate cut in October.
New Zealand’s economy has contracted in three of the last five quarters.
Year-on-year GDP decreased 0.6 per cent, Statistics New Zealand data showed.
Following the weaker-than-expected data, the New Zealand dollar slid 0.9 per cent to US$0.5912.
New Zealand sank into a technical recession in the September quarter of 2024, and its economy grew slowly in the fourth quarter of 2024 and the first quarter of 2025.",https://www.straitstimes.com/business/economy/new-zealand-economy-shrank-more-than-forecast-in-second-quarter-kiwi-dollar-falls
2025-09-18,Oracle sparks bubble talk with stock price in dot.com territory,"- For anyone concerned that artificial intelligence is fuelling a bubble in technology stocks, Oracle has entered the conversation.
The latest leg of the rally came after Oracle projected revenue in its cloud computing business will jump 700 per cent in the next three fiscal years, sending the stock up 36 per cent on Sept 10.
Oracle also has been linked to the Trump administration’s negotiations to keep TikTok operating in the United States.
Two of the most popular examples – Tesla and Palantir Technologies – are priced at more than 180 times earnings projected over the next 12 months, compared with 27 times for the Nasdaq 100.
So far, Oracle’s valuation has not spooked Wall Street, where more than 70 per cent of analysts recommend buying the stock.",https://www.straitstimes.com/business/companies-markets/oracle-sparks-bubble-talk-with-stock-price-in-dot-com-territory
2025-09-18,Lone dissent shows Powell kept Fed united amid Trump pressure,"The White House is considering Mr Waller and Ms Bowman among potential candidates to replace Mr Powell as chair when his term ends in May.
Mr Trump appointed both of them as Fed governors during his first spell in office.
Mr Trump has been relentless in his demands for outsize rate reductions.
In his press conference on Sept 17 following the rate cut announcement, Mr Powell said the committee’s structure prevents any one policymaker from having outsize influence.
“There’s 19 participants, of whom 12 vote on a rotating basis,” Mr Powell said.",https://www.straitstimes.com/business/economy/lone-dissent-shows-powell-kept-fed-united-amid-trump-pressure
2025-09-18,Alibaba lands major Chinese customer for its AI chip,"Alibaba’s shares rallied 5.3 per cent on Sept 17 to their highest level since 2021, joining a broad Chinese tech stock rally as investors piled into major AI-related names.
Alibaba’s chip endeavour mirrors projects under way at major Chinese tech firms, which are exploring their own AI silicon as most advanced Nvidia chips are banned from the country.
But the report suggests growing adoption of products emerging from T-Head, designed to compete with Huawei Technologies’ Ascend series AI chips and Cambricon Technologies.
Unicom revealed in a separate presentation that Alibaba’s AI chip sported superior hardware specifications to Huawei’s Ascend 910B, including more advanced memory, according to CCTV.
The Wall Street Journal reported in August that Alibaba has created its own AI chip, capable of operating AI services like DeepSeek’s R1 and its own Qwen models.",https://www.straitstimes.com/business/companies-markets/alibaba-lands-major-chinese-customer-for-its-ai-chip
2025-09-18,"AI enters prime time in software innovation, pays off in less than 2 years: Survey","Sign up now: Get ST's newsletters delivered to your inboxGlobally, the report estimated that AI software innovation could unlock S$962 billion in economic value.
These insights are among the key findings from a survey called the Economics of Software Innovation.
In Singapore-specific insights, the report found that investment in AI software innovation could unlock more than $6 billion in economic value.
In the survey, software innovation was defined as creating new or significantly enhancing existing software to introduce novel capabilities, improve efficiency or solve problems in new ways.
Globally, the report estimated that AI software innovation could unlock US$750 billion (S$959 billion) in economic value.",https://www.straitstimes.com/business/ai-enters-prime-time-in-software-innovation-pays-off-in-less-than-2-years-survey
2025-09-18,US stocks end mixed as Fed rate cut sparks volatility,"NEW YORK - Wall Street stocks finished mixed after the Federal Reserve announced its first interest rate cut of 2025 and signalled it could enact two more cuts this year.
US stocks were choppy after the decision, with the Dow Jones Industrial Average ending up 0.6 per cent at 46,018.32.
Based on the projections released on Sept 17, Mr Hogan said Fed policy makers appeared to be close to evenly split between those who expect at least two interest rate cuts later this year and those who anticipate one or fewer.
Mr Powell reiterated that additional interest rate actions would depend on upcoming economic data.
Lyft jumped 13.1 per cent as it announced a plan with Alphabet’s Waymo to launch driverless ride-hailing services in Nashville in 2026.",https://www.straitstimes.com/business/companies-markets/us-stocks-end-mixed-as-fed-rate-cut-sparks-volatility
2025-09-18,Riding the K-culture wave in S-E Asia: South Korean department store chain Lotte to open HQ in S’pore,"SINGAPORE – Lotte Shopping, which operates the largest shopping mall chain in South Korea, will open its international headquarters in Singapore in 2026 to capture the wave of growing interest in Korean culture sweeping through South-east Asia.
Lotte Retail group chief executive Samuel Sanghyun Kim told The Straits Times in an exclusive interview that he aims to position Lotte as the top shopping destination in South-east Asia.
Lotte Shopping is a subsidiary of Lotte Retail Group.
Founded in 1979 with the opening of its first flagship department store in Myeongdong, Seoul, Lotte Shopping has expanded to over 14,000 stores in the country, including hypermarkets and supermarkets.
PHOTO: LOTTE SHOPPINGA Lotte private brand product is developed and branded by Lotte itself , rather than by an external manufacturer or third-party brand .",https://www.straitstimes.com/business/companies-markets/riding-the-k-culture-wave-in-sea-korean-department-store-chain-lotte-to-open-hq-in-spore
2025-09-18,China tells companies to stop buying Nvidia’s repurposed AI chip,"The Cyberspace Administration of China told companies this week to stop testing the chip and cancel existing orders, according to people familiar with the matter.
Washington has several times tightened the controls, prompting Nvidia to design new chips for China that abide by US thresholds.
Beijing’s regulators made their most recent decision because of a growing feeling that domestic chips have gained in sophistication, the Financial Times reported.
Huawei Technologies has led the development of AI chips for the domestic market, while upstarts such as Cambricon Technologies have also made progress.
2 wireless carrier for its “T-Head” AI chips, suggesting the Chinese tech leader’s nascent semiconductor efforts are gaining traction in its home market.",https://www.straitstimes.com/business/companies-markets/nvidia-ceo-huang-caught-between-us-chinas-larger-agendas
2025-09-18,US Federal Reserve makes first rate cut of 2025 on employment risks,"Sign up now: Get ST's newsletters delivered to your inboxA television at the New York Stock Exchange broadcasting the US Federal Reserve's decision to cut interest rates, on Sept 17.
- The US Federal Reserve on Sept 17 lowered interest rates for the first time in 2025 , flagging slower job gains and risks to employment as policymakers face heightened pressure under President Donald Trump.
Only new Fed governor Stephen Miran – who has been serving in the Trump administration – voted against the Sept 17 decision.
On Sept 17, the Fed said “downside risks to employment have risen”, even as inflation has picked up and “remains somewhat elevated”.
‘Political attention’Beyond economic concerns, the Fed faces intensified pressure from Mr Trump in 2025 – with the President repeatedly criticising Mr Powell and calling for major rate cuts.",https://www.straitstimes.com/business/economy/us-fed-makes-first-rate-cut-of-2025-on-employment-risks
2025-09-18,Russia’s government looks for way to make ends meet as budget deadline looms,"Its key components are agreed with Mr Putin beforehand and are unlikely to be significantly altered during the formal parliamentary debate.
It is now set to exceed that target, according to an unnamed official quoted by state media this month.
The 0.9 per cent of GDP deficit for 2026 included in a budget law in 2024 also looks likely to be exceeded.
Only by raising taxes, because there’s hardly anything left to cut, either military spending or social spending,” one source said.
VAT accounted for 37 per cent of federal budget revenues in 2024 and the possible increase could halve the projected 2026 deficit, according to Reuters calculations.",https://www.straitstimes.com/business/economy/russian-government-looks-for-way-to-make-ends-meet-as-budget-deadline-looms
2025-09-17,Singapore shares slide 0.3% amid mixed showing in region,"Sign up now: Get ST's newsletters delivered to your inboxThe Straits Times Index closed down 0.3 per cent or 13.96 points at 4,323.78.
SINGAPORE – The Straits Times Index (STI) closed lower on Sept 17 amid a mixed performance from regional bourses.
UOB fell 0.9 per cent or 30 cents to $34.82, and OCBC Bank closed 0.8 per cent or 14 cents lower at $16.66.
South Korea’s Kospi closed down 1.1 per cent and Japan’s Nikkei 225 ended 0.3 per cent lower.
Hong Kong’s Hang Seng Index closed up 1.8 per cent, and the Kuala Lumpur Composite Index ended 0.7 per cent higher.",https://www.straitstimes.com/business/companies-markets/sti-continues-to-slide-on-sept-17-down-0-3
2025-09-17,Agoda axes 50 S’pore staff; MOM looking into claims of workers being told not to contact authorities,"SINGAPORE – Online travel platform Agoda said on Sept 17 that it has phased out customer support roles in Singapore, Shanghai and Budapest.
While it did not say how many employees were affected, it also said it is creating new positions in other locations.
“This move is designed to consolidate our customer support teams in areas where we have the strongest operational flexibility and capability as we continue to grow our business,” it said.
On Sept 17, The Business Times reported that about 50 Agoda employees in Singapore have been retrenched.
It added that affected roles included customer service specialists and regional managers.",https://www.straitstimes.com/business/agoda-axes-50-employees-in-singapore-as-part-of-larger-retrenchment-exercise-bt
2025-09-17,"S’pore firms boost revenue, expand into new markets with Enterprise Singapore’s Scale-Up programme","Its founder and chief executive, Dr Eric Chiam, took the opportunity to tap Enterprise Singapore’s (EnterpriseSG) Scale-Up programme to build the company’s digital capabilities and adopt a more agile approach to innovation.
“The Scale-Up programme has empowered our management team to embrace the foundational principles of AI – from concept to execution,” Dr Chiam told The Straits Times on Sept 17.
The programme aims to help high-potential Singapore companies grow further and become global champions.
The firms must also have the ambition to take their business global and to transform.
iFast Corporation is another example of how firms have benefited from the Scale-Up programme.",https://www.straitstimes.com/business/companies-markets/spore-firms-boost-revenue-expand-into-new-markets-with-enterprise-singapores-scale-up-programme
2025-09-17,Skylink opens at 24.5 cents following reverse takeover by Sincap,"Sign up now: Get ST's newsletters delivered to your inboxSkylink Apac is the third-largest among motor vehicle leasing companies in Singapore.
SINGAPORE - Skylink Holdings has made its debut on the Singapore Exchange (SGX) at 24.5 cents on Sept 17.
Following this, Sincap was renamed Skylink Holdings, which said on the same day that the reverse takeover drew “strong interest” from prominent funds such as Asdew Acquisitions and ICH Capital.
With a fleet of more than 1,200 commercial vehicles, including vans, light goods vehicles and heavy trucks, Skylink is the third-largest among motor vehicle leasing companies in Singapore.
Sincap listed on the Catalist board in 2012 and was engaged in alumina and coal trading.",https://www.straitstimes.com/business/skylink-opens-at-24-5-cents-following-reverse-takeover-by-sincap
2025-09-17,"Keppel, Dell to develop green data centres, AI platforms in Asia","Sign up now: Get ST's newsletters delivered to your inboxKeppel and Dell Technologies have agreed to collaborate on efficient data centres.
SINGAPORE - Keppel and Dell Technologies have agreed to collaborate on efficient data centres and jointly develop platforms where artificial intelligence-powered applications can be created, trained and scaled across Asia, Keppel said on Sept 17.
Under the agreement, Keppel and Dell will develop data centres that incorporate Keppel’s green technologies and renewable energy solutions, to meet demand for reliable, secure and energy-efficient facilities in Asia.
Keppel will also invest in and build advanced, industry-specific AI platforms for sectors including healthcare, financial services, manufacturing, retail and telecommunications.
Mr Manjot Singh Mann, chief executive of Keppel’s connectivity division, said the agreement with Dell will help Keppel build next-generation data centres and advanced AI platforms to support digital transformation across Asia.",https://www.straitstimes.com/business/keppel-dell-to-develop-green-data-centres-ai-platforms-in-asia
2025-09-17,New AI agent aims to ease process of tracking employees’ work performance,"- Global enterprises, including those in Singapore, will be able to tap a new solution that can help them review their employees’ work performance.
“Most HR people are stuck at being an HR help desk, rather than being an HR business partner,” she said.
New AI agents designed to help companies and employees work faster and smarter were announced during Workday’s flagship yearly conference.
He was demonstrating how the personalised agent can be connected to a “performance agent” so that recognition events can automatically flow into performance reviews.
Companies can eliminate the need for costly data exports and bulky reports with a new data service called Workday Data Cloud.",https://www.straitstimes.com/business/new-ai-agent-aims-to-ease-process-of-tracking-employees-work-performance
2025-09-17,"Tencent, Baidu sell record dim sum bonds for cheap funding","– Chinese internet firms are raising a record amount of funds in Hong Kong’s dim sum bond market, as they look to secure cheap financing to power their artificial intelligence ambitions.
Tencent Holdings, which just priced its first bond in four years, and Baidu have together sold 23.4 billion yuan (S$4.2 billion) of offshore renminbi bonds in 2025, the largest tally for the sector ever.
Dim sum bonds are bonds issued outside mainland China, usually in Hong Kong, but denominated in Chinese renminbi.
The interest from tech firms adds to an already hot dim sum bond market.
Corporate issuers have sold a record US$49.6 billion of the notes so far in 2025, according to data compiled by Bloomberg.",https://www.straitstimes.com/business/tencent-baidu-sell-record-dim-sum-bonds-for-cheap-funding
2025-09-17,MOM says more fresh graduates found jobs in June 2025 than a year ago,"Sign up now: Get ST's newsletters delivered to your inboxAs at June 2025, 9,300 fresh resident graduates were employed, for an employment rate of 51.9 per cent.
As at June 2025, 9,300 fresh resident graduates were employed, for an employment rate of 51.9 per cent – up from 8,600 graduates and an employment rate of 47.9 per cent for the previous cohort.
“What may not be very evident is, compared to previous years, more fresh graduates... (are) putting off pursuing further degrees,” he said.
There were about 2,400 fewer fresh graduates as at June 2025 who were taking a break or going for further studies, compared with the same time a year ago.
However, more than seven in 10 of those retrenched found work within 12 months for the second quarter, in line with recent results.",https://www.straitstimes.com/business/more-fresh-grads-found-jobs-in-june-2025-than-a-year-ago-mom
2025-09-17,"TikTok buyers to include Oracle, Silver Lake and Andreessen","If completed, with the blessing of Mr Trump and Mr Xi, the transaction would allow the video sharing platform to keep operating in the US and remove a sticking point in US-China relations.
Representatives for TikTok, Oracle, Andreessen and Silver Lake did not respond to requests for comment.
But the will to challenge Mr Trump legally or politically over his approach to TikTok has waned.
To buy time for the transaction to be completed, Mr Trump postponed the deadline for ByteDance to divest TikTok’s US operations.
Mr Trump granted the reprieve even though the 2024 law allows for only one 90-day extension.",https://www.straitstimes.com/business/tiktok-buyers-to-include-oracle-silver-lake-and-andreessen
2025-09-17,Singapore’s Carro raises $76.6 million to promote Japanese cars in Asia,"Sign up now: Get ST's newsletters delivered to your inboxThe investment will go towards promoting Japanese cars across the Asia-Pacific region.
SINGAPORE - Carro, South-east Asia’s largest used-car online marketplace, has raised US$60 million (S$76.6 million) in a funding round led by Japan sovereign wealth fund Cool Japan Fund, the company said on Sept 17.
Besides Singapore, Carro has a presence in markets including Malaysia, Indonesia, Thailand, Japan, Taiwan and Hong Kong.
It would be the first major automotive tech and commerce start-up from Singapore to go public in the US.
Cool Japan Fund is a government-backed private fund with the aim of contributing to Japan’s economy by increasing overseas demand for its products and services.",https://www.straitstimes.com/business/singapores-carro-raises-76-5-million-to-promote-japanese-cars-in-asia
2025-09-17,Hong Kong property stress spurs call for $3.2 billion support fund,"– A real estate industry association in Hong Kong is urging the government to set up a HK$20 billion (S$3.2 billion) fund to invest in distressed properties to help prevent systemic financial risks.
Hong Kong banks are facing growing challenges due to their exposure to the city’s real estate sector, as they gear up for an increase in bad debts.
The association counts real estate investors, fund managers and property developers as its members, including Hongkong Land Holdings , Link Asset Management and Sino Land, according to its website .
The fund could list publicly on the Hong Kong stock exchange in the future as well , according to the chamber.
The Hong Kong Mortgage Corporation and the government did not respond to queries.",https://www.straitstimes.com/business/hong-kong-property-stress-spurs-call-for-3-2-billion-support-fund
2025-09-17,"Asia’s record stock rally may unravel as US tariffs bite, funds say","Shares in export-reliant South Korea and Taiwan are among the most vulnerable, they say.
China alone exported US$438.9 billion, Vietnam US$136.6 billion and South Korea US$131.5 billion.
It is not all doom and gloom for Asia though, due to potential positives that may counteract the blow from higher tariffs.
One sector they say is particularly at risk from tariffs is technology, which has been among Asia’s best performers in 2025.
Taiwan and Korea would see among the biggest earnings risks due to their heavy reliance on the industry, he said.",https://www.straitstimes.com/business/companies-markets/asias-record-stock-rally-may-unravel-as-tariffs-bite-funds-say
2025-09-17,"Disney, Universal, Warner Bros sue Chinese AI start-up MiniMax for copyright infringement","Sign up now: Get ST's newsletters delivered to your inboxThe complaint says that MiniMax uses copyrighted characters like Spiderman to advertise and promote its Hailuo AI video service to US customers.
– Walt Disney Co, Comcast’s Universal Studios and Warner Bros Discovery are suing Chinese artificial intelligence start-up MiniMax, accusing the company of pirating the studios’ intellectual property.
Founded in 2021, Shanghai-based MiniMax has created several generative AI models that run its companion apps, such as video and image editor Hailuo AI and Talkie, a chatbot that competes with Character.AI in the United States.
MiniMax then generates high-quality, downloadable images and videos featuring Disney’s character, with the MiniMax and Hailuo branding.
The complaint says that MiniMax uses copyrighted characters to advertise and promote its Hailuo AI video service to US customers.",https://www.straitstimes.com/business/companies-markets/disney-universal-warner-bros-sue-chinese-ai-start-up-minimax-for-copyright-infringement
2025-09-17,Singapore key exports disappoint with 11.3% drop in August as US tariffs take bigger toll,"Enterprise Singapore reiterated that it was watching the tariff fallout, and may revise its 2025 non-oil export forecast for Singapore if conditions worsen.
Compared with a year earlier, non-oil domestic exports (Nodx) contracted by 11.3 per cent in August 2025 .
The performance fell short of expectations, as economists polled by Bloomberg had forecast a 0.8 per cent increase in key exports for August.
BofA has upgraded Singapore’s GDP growth forecast for 2025 to 2.9 per cent from 2.3 per cent previously.
Maybank economists Chua Hak Bin and Brian Lee reiterated their GDP growth forecast of 3.2 per cent for 2025 and 2 per cent for 2026.",https://www.straitstimes.com/business/economy/singapore-key-exports-tumble-11-3-in-august-as-us-tariffs-take-sharper-toll
2025-09-17,China’s Chery Auto launches up to $1.5 billion Hong Kong IPO,"Sign up now: Get ST's newsletters delivered to your inboxChery joins the barrage of Chinese firms going public in Hong Kong, where listing proceeds have soared to a four-year high.
- Chinese automaker Chery Automobile will aim to raise up to HK$9.15 billion (S$1.5 billion) in a Hong Kong initial public offering, the largest deal of its kind for the city in 2025.
It joins the barrage of Chinese firms going public in Hong Kong, where listing proceeds have soared to a four-year high.
The largest listing in 2025 was from Chinese battery giant CATL as it raised US$4.6 billion in its offering in May.
China International Capital, Huatai Securities, GF Securities and Citic Securities are overall coordinators of the IPO.",https://www.straitstimes.com/business/chinas-chery-auto-launches-up-to-1-5-billion-hong-kong-ipo
2025-09-17,US stocks edge down from records ahead of Fed decision,"- Wall Street stocks edged down from record highs on Sept 16 following solid US retail sales data as markets hold their breath ahead of a Federal Reserve rate decision.
“It’s just kind of a wait-and-see move in front of the (Fed) decision, so not a lot of conviction behind today’s trade,” said Briefing.com analyst Patrick O’Hare.
The broad-based S&P 500 slipped 0.1 per cent to 6,606.76, retreating slightly from a Sept 15 record close.
Analysts see the recent string of US equity market records as the result of hopes that the US central bank will follow a Sept 17 interest rate cut with additional cuts in the months ahead.
US retail sales jumped by 0.6 per cent on a month-on-month basis in August, holding steady from the prior month’s level and topping analyst expectations.",https://www.straitstimes.com/business/companies-markets/us-stocks-edge-down-from-records-ahead-of-fed-decision
2025-09-17,"From wet market to thriving e-shop: ‘We were happy selling 200kg of fish a day, but now we can do even more’","What began as a two-month favour to help dad became a complete reinvention of the family’s fish business.
PHOTO: SPH MEDIA“Our fresh fish business had not changed for decades and we needed to do something,” says Mr Goh.
Through the hub, the family was introduced to a digital solutions provider, which helped design and launch the Tankfully Fresh e-commerce platform.
With a longer shelf life than fresh fish, the product holds potential as a new revenue stream for the business.
This year, Tankfully Fresh has also expanded into business-to-business sales by selling their fresh fish to hawker stalls.",https://www.straitstimes.com/business/wet-market-digital-transformation-tankfully-fresh-for-where-you-are-growing-enterprise-singapore
2025-09-16,Asia’s family offices see returns of over 5% in 2025 amid optimism despite market volatility,"SINGAPORE – Family offices in the Asia-Pacific hold an optimistic outlook in 2025, with 83 per cent of them expecting returns exceeding 5 per cent despite market volatility, said a report released on Sept 16.
A family office is a private company that manages wealth and investments for a family or group of families.
More than 70 per cent – the highest among the regions – of Asia-Pacific family offices indicated that education about family wealth is offered for next-generation family members.
“The second generation has really stepped up to take control of their family offices, to institutionalise the family office and to potentially put more resources to attract talent who are non-family members.
The family office is no longer just run by one or two family members,” said Mr Wai.",https://www.straitstimes.com/business/asias-family-offices-see-returns-of-over-5-in-2025-amid-optimism-despite-market-volatility
2025-09-16,STI closes flat on Sept 16 as regional peers gain,"Sign up now: Get ST's newsletters delivered to your inboxThe STI closed flat at 4,337.74, down 0.68 point, at the end of Sept 16's trading.
SINGAPORE - The Straits Times Index (STI) closed flat on Sept 16, down 0.68 point to 4,337.74, as regional indexes gained.
UOB was down 0.4 per cent, or 14 cents, to $35.12, and OCBC Bank closed down 0.1 per cent, or two cents, to $16.80.
DFI Retail was the top gainer on the STI, closing up 1.8 per cent, or six US cents, to US$3.36.
Across the region, most major indexes gained on Sept 16, with the Kospi up 1.2 per cent and the Nikkei 225 up 0.3 per cent.",https://www.straitstimes.com/business/companies-markets/sti-closes-flat-on-sept-16-as-regional-peers-gain
2025-09-16,"14 smaller WTO members, including Singapore, tie up to support open and fair trade","SINGAPORE – Fourteen small and medium-sized members of the World Trade Organisation (WTO), including Singapore, established a partnership on Sept 16 to boost their trading links, amid strains on the rules-based trading system.
“We hope the FIT Partnership will be a catalyst for innovation that can be scaled up to the multilateral level to strengthen the WTO,” he said in a statement.
Economic observers have said that US President Donald Trump’s on-and-off tariff policy threatens to depress global trade and stall economic growth, especially for small and open economies.
The FIT Partnership will also act as an enabler of trade technology.
“The FIT Partnership will champion open and fair trade so that all countries can benefit from increased economic security and job opportunities,” said the members.",https://www.straitstimes.com/business/14-smaller-wto-members-including-spore-launch-partnership-to-support-open-and-fair-trade
2025-09-16,"OG terminates Hao Mart’s Taste Orchard lease, premises to be vacated by Dec 31","Its supermarket Hao Mart and sub-tenants including Japanese sushi chain Sushiro and Killiney Kopitiam must now vacate and hand over the premises by Dec 31.
Hao Corp’s master lease termination is a surprising turn, since units were still being listed for rent as recently as July.
Hao Corp had taken space on three floors of the building – from Basement 1 to Level 2 – for its Eccellente by Hao Mart supermarket when the building reopened in February 2024.
Supermarket Hao Mart and the sub-tenants, including Japanese sushi chain Sushiro, must vacate and hand over the premises by Dec 31.
Korean fried chicken restaurant BHC Chicken on Level 1, whose master franchise rights in Singapore are held by Hao Mart, closed on Sept 14 .",https://www.straitstimes.com/business/og-terminates-hao-marts-taste-orchard-lease-premises-to-be-vacated-by-dec-31
2025-09-16,"Chinese biotech stock’s 4,500% surge sparks fear of market froth","- A Chinese biotechnology company has skyrocketed more than 4,500 per cent in the three months since its Hong Kong debut, stoking worries of speculative buying.
Shares of TransThera Sciences soared as much as 64 per cent to HK$679.50 in Hong Kong trading on Sept 16, after pricing at just HK$13.15 in late June.
Financial news outlet Cailian noted that TransThera has yet to commercialise any products on the market, with its drugs still in clinical testing.
The biotech company now surpasses the market value of pharmaceutical giants like Akeso and Innovent Biologics, and is now closing in on BeOne Medicines, a Chinese biotech trailblazer dual-listed in the US and Hong Kong.
“Hong Kong’s biotech sector has been starved for a big win, and traders are clearly chasing anything that looks like the next breakthrough,” said Mr Khurshid.",https://www.straitstimes.com/business/companies-markets/chinese-biotech-stocks-4500-surge-sparks-fear-of-market-froth
